,expediente,tipo de contrato,estado,importe,fechas,organo de contratacion
275,"521/2022/241
Servicio de Mantenimiento, Conservación y Reparación de los pavimentos, aceras y áreas peatonales de la ciudad, así como el mantenimiento del mobiliario urbano. Zona Sur.","Servicios
Servicios de mantenimiento y reparación",Resuelta,"1.652.892,55","Publicación PLACSP:
Adjudicación:15/07/2022
Formalización:12/08/2022",Junta de Gobierno del Ayuntamiento de A Coruña
276,"105/2021/6715
Servicios de organización de bailes para mayores en centros cívicos municipales","Servicios
Servicios sociales y de salud",Adjudicada,"88.532,29","Publicación PLACSP:
Adjudicación:05/08/2022",Junta de Gobierno del Ayuntamiento de A Coruña
277,"525/2022/51
Procedimiento abierto simplificado abreviado para contratar el servicio de mantenimiento de los aparatos elevadores y puertas automáticas en los mercados municipales.","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"4.359,03","Publicación PLACSP:
Adjudicación:26/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
278,"521/2017/489
Obras contenidas en el proyecto denominado “Aparcamiento Público del Parque Adolfo Suárez”","Obras
Construcción",Resuelta,"478.004,18","Publicación PLACSP:
Adjudicación:20/07/2022
Formalización:01/08/2022",Junta de Gobierno del Ayuntamiento de A Coruña
279,"521/2021/211
Obras de remodelación de la calle Ramón Cabanillas (Cofinanciadas al 90% por los fondos procedentes del Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión Europea-Next Generation)","Obras
Construcción",Resuelta,"763.540,93","Publicación PLACSP:
Adjudicación:20/07/2022
Formalización:01/08/2022",Junta de Gobierno del Ayuntamiento de A Coruña
280,"521/2022/227
Obras del carril bici en avenida de la Habana y Gregorio Hernández (cofinanciadas al 90% por los fondos procedentes del plan de recuperación, transformación y resiliencia, financiado por la Unión Europea - Next Generation)","Obras
Construcción",Resuelta,"456.324,33","Publicación PLACSP:
Adjudicación:15/07/2022
Formalización:01/08/2022",Junta de Gobierno del Ayuntamiento de A Coruña
281,"430/2021/10
Servicios de limpieza, por lotes, en los edificios municipales pertenecientes al Ayuntamiento de A Coruña y al Instituto Municipal Coruña Espectáculos (IMCE)","Servicios
Otros servicios",Resuelta,"4.572.534,50","Publicación PLACSP:
Adjudicación:30/06/2022
Formalización:31/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
282,"526/2022/53
Contrato de servicios por lotes (lote 1:trabajos verticales y lote 2: limpieza de superficies y mobiliario) de acciones formativas presenciales del Servicio Municipal de Empleo y Empresa","Servicios
Servicios de mantenimiento y reparación",Resuelta,"45.603,45","Publicación PLACSP:
Adjudicación:21/07/2022
Formalización:28/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
283,"211/2022/393
Servicio para el desarrollo y gestión de los campamentos deportivos municipales de verano que se desarrollarán en la ciudad de A Coruña en el año 2022.","Servicios
Servicios de esparcimiento, culturales y deportivos",Resuelta,"135.565,10","Publicación PLACSP:
Adjudicación:23/06/2022
Formalización:22/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
284,"236/2022/39
Procedimiento simplificado de tramitación abreviada para contratar la prestación del servicio de clases de circo en los colegios del término municipal.","Servicios
Servicios de mantenimiento y reparación",Resuelta,"25.994,72","Publicación PLACSP:
Adjudicación:22/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
285,"831/2021/129
Suministro de 13 lotes de Equipos de Protección individual y otros equipos y materiales de trabajo para el Servicio de Extinción de incendios y salvamento del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"111.074,38","Publicación PLACSP:
Adjudicación:23/06/2022
Formalización:19/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
286,"211/2022/623
Servicio de organización, por parte de la Federación Española de Baloncesto, de un Torneo Open de la competición “Herbalife 3x3 Series” en la ciudad de A Coruña","Servicios
Servicios de esparcimiento, culturales y deportivos",Resuelta,"60.000,00","Publicación PLACSP:
Adjudicación:14/07/2022
Formalización:14/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
287,"851/2021/165
Suministro e Instalación de Equipamiento TIC para la mejora de la movilidad en varias zonas de la ciudad de A Coruña, cofinanciado en un 80 % por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Eje 12 de Desarrollo Urbano del Programa Operativo Plurirregional de España.","Suministros
Adquisición",Resuelta,"493.384,95","Publicación PLACSP:
Adjudicación:08/06/2022
Formalización:14/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
288,"CI1/2022/134
Servicios de vigilancia de las salas de exposiciones","Servicios
Servicios de mantenimiento y reparación",Resuelta,"171.393,86","Publicación PLACSP:
Adjudicación:21/06/2022
Formalización:14/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
289,"211/2020/152
Construcción marquesina en los campos de fútbol de San Pedro de Visma","Obras
Construcción",Adjudicada,"212.049,39","Publicación PLACSP:
Adjudicación:12/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
290,"541/2021/61
Servicios de desratización, desinfección y desinsectación en el término municipal de A Coruña","Servicios
Servicios de mantenimiento y reparación",Resuelta,"277.394,31","Publicación PLACSP:
Adjudicación:08/06/2022
Formalización:10/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
291,"211/2020/51
Contrato Mixto de suministro y obra ampliación rocódromo municipal del frontón de la Ciudad deportiva de Riazor","Suministros
Adquisición",Resuelta,"234.202,51","Publicación PLACSP:
Adjudicación:01/06/2022
Formalización:08/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
292,"831/2020/28
Suministro de un vehículo de primera intervención adaptado para trabajos de excarcelación y accidentes en carretera para el Servicio de Prevención, extinción de incendios y salvamente del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"285.123,97","Publicación PLACSP:
Adjudicación:01/06/2022
Formalización:07/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
293,"237/2021/147
Contratación por lotes de la organización y ejecución del programa ""Escuela de Bienestar y Empoderamiento"" dirigida a mujeres adultas y adolescentes del Ayuntamiento de A Coruña.","Servicios
Otros servicios",Resuelta,"28.006,76","Publicación PLACSP:
Adjudicación:16/06/2022
Formalización:05/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
294,"105/2021/6406
Servicio de organización, desarrollo, programación y ejecución de actividades de animación y dinamización sociocultural de las ciberaulas.","Servicios
Otros servicios",Resuelta,"38.672,97","Publicación PLACSP:
Adjudicación:19/05/2022
Formalización:05/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
295,"541/2021/1449
Servicios de Asistencia Técnica para la elaboración, implementación, seguimiento y evaluación del Plan de Transición Climática de la Ciudad de A Coruña en el contexto de la Agenda Urbana de A Coruña","Servicios
Otros servicios",Resuelta,"83.552,00","Publicación PLACSP:
Adjudicación:17/06/2022
Formalización:01/07/2022",Junta de Gobierno del Ayuntamiento de A Coruña
296,"211/2022/71
Procedimiento abreviado Suministro de diferentes productos químicos necesarios para tratar el agua y el propio vaso de la piscina municipal de Riazor.","Suministros
Adquisición",Adjudicada,"19.444,00","Publicación PLACSP:
Adjudicación:29/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
297,"105/2022/2549
Seguridad privada en instalaciones dependientes de la Concejalía de Bienestar Social","Servicios
Otros servicios",Adjudicada,"23.707,64","Publicación PLACSP:
Adjudicación:27/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
298,"10C/2021/1
Servicio de salvamento, socorrismo, vigilancia, primeros auxilios y asistencia y transporte sanitario por carretera en las playas de A Coruña","Servicios
Servicios sociales y de salud",Resuelta,"363.636,37","Publicación PLACSP:
Adjudicación:20/04/2021
Formalización:21/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
299,"521/2021/681
Contrato mixto Suministro y Servicios con mantenimiento, inversiones y prestacion de servicios para la gestion integral del Servicio Publico de Alumbrado Exterior. Proyecto IDAE Coruña Exp: FEDER-EELL-2020-003785, acogido a la linea de ayudas a proyectos de Economia Baja en Carbono, promovidos por EE LL, cofinanciada por el Fondo Europeo de Desarrollo Regional (FEDER) y gestionada por el IDAE.","Suministros
Adquisición",Resuelta,"25.229.942,94","Publicación PLACSP:
Adjudicación:23/05/2022
Formalización:24/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
300,"541/2021/431
Contratación del suministro, instalación y puesta en marcha de pantallas de información de la calidad ambiental cofinanciado en un 80% por el fondo europeo de desarrollo regional (FEDER) en el marco del programa operativo plurirregional de España 2014-2020","Suministros
Adquisición",Resuelta,"28.677,69","Publicación PLACSP:
Adjudicación:10/06/2022
Formalización:23/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
301,"238/2022/287
Procedimiento simplificado abreviado para la Prestación de Servicio de campamento urbano juvenil para el periodo vacacional estival del verano 2022.","Servicios
Servicios de esparcimiento, culturales y deportivos",Adjudicada,"17.786,49","Publicación PLACSP:
Adjudicación:18/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
302,"851/2021/35
Ejecución de las obras comprendidas en el Proyecto Técnico de Carril Bici entre la glorieta de Elviña y la Avenida de Pablo Picasso, obras cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Eje 12 de Desarrollo Urbano del Programa Operativo Plurirregional de España","Obras
Construcción",Resuelta,"197.834,68","Publicación PLACSP:
Adjudicación:10/06/2022
Formalización:20/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
303,"526/2022/8
Procedimiento simplificado abreviado para la prestación del servicio correspondiente al desarrollo del itinerario formativo “Técnicas Administrativas Básicas de Oficina” del proyecto “Coruña Suma”, promovido por el Servicio Municipal de Empleo y Empresa del Ayuntamiento de A Coruña y enmarcado en las orientaciones establecidas por el Ministerio de Política Territorial y Función Pública, de acuerdo a la Resolución de 23 de marzo de 2018 de la Dirección General de Relaciones con las Comunidades Autónomas y Entes Locales, por la que se aprueba la convocatoria 2018 de ayudas del Fondo Social Europeo, previstas en el Programa Operativo de Empleo, Formación y Educación (POEFE), destinadas a entidades locales para la inserción de las personas más vulnerables (AP-POEFE).","Servicios
Servicios de educación y formación profesional",Adjudicada,"18.727,77","Publicación PLACSP:
Adjudicación:17/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
304,"370/2022/49
Concerto dunha operación de préstamo, con previa apertura de crédito, por importe total máximo de 21.354.645,22 €, destinado a financiar a relación de investimentos incluída no orzamento xeral do concello para 2022, aprobado definitivamente en Pleno o 13 de abril de 2022, divido en II LOTES.",Privado,Resuelta,"21.354.645,22","Publicación PLACSP:
Adjudicación:08/06/2022
Formalización:17/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
305,"524/2021/11
Servicio de asistencia técnica para el desarrollo de una plataforma de contenidos digitales para la información turística al visitante, por lotes, cofinanciado por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del programa operativo plurirregional de España 2014-2020","Servicios
Servicios de informática y servicios conexos",Resuelta,"180.444,15","Publicación PLACSP:
Adjudicación:16/05/2022
Formalización:17/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
306,"211/2022/402
Organización del Campeonato de España de Triatlón por Clubes, Campeonato de España de Triatlón por Relevos Mixtos, Campeonato de España de Triatlón por Relevos Mixtos de Talentos y Copa del Mundo de Paratriatlón en la ciudad de A Coruña 2022.","Servicios
Otros servicios",Adjudicada,"147.456,23","Publicación PLACSP:
Adjudicación:16/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
307,"525/2021/32
Concesiones administrativas para la utilización privativa y explotación de 24 puestos en los mercados municipales de abastos coruñeses",Administrativo especial,Resuelta,"35.741,00","Publicación PLACSP:
Adjudicación:25/05/2022
Formalización:16/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
308,"244/2022/79
Prestación del servicio de elaboración e impartición del programa de formación en materia de consumo de la OMIC de A Coruña","Servicios
Otros servicios",Resuelta,"42.457,04","Publicación PLACSP:
Adjudicación:03/06/2022
Formalización:15/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
309,"851/2022/41
Servicios de vigilancia de las salas de exposiciones y la estación de autobuses de A Coruña","Servicios
Otros servicios",Parcialmente Adjudicada,"262.114,14","Publicación PLACSP:
Adjudicación:13/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
310,"525/2021/13
Otorgar concesiones administrativas para la utilización privativa y explotación de siete puestos en el mercado municipal de Adormideras y dos puestos en el mercado municipal de Elviña.",Administrativo especial,Resuelta,"0,00","Publicación PLACSP:
Adjudicación:25/05/2022
Formalización:13/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
311,"10C/2022/1
Suministro de oxígeno medicinal y arrendamiento de botellas para el Servicio de Protección Civil","Suministros
Alquiler",Adjudicada,"3.250,00","Publicación PLACSP:
Adjudicación:08/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
312,"237/2021/143
Servicios de atención a la infancia para la conciliación de la vida laboral, familiar y personal (""Servicio de Canguros Municipales""), en su modalidad de atención a la infancia a domicilio","Servicios
Servicios sociales y de salud",Resuelta,"91.282,83","Publicación PLACSP:
Adjudicación:01/04/2022
Formalización:09/06/2022",Junta de Gobierno del Ayuntamiento de A Coruña
